METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ,TOTAL.TIME.S
"DEbest","stybtang",20,15,200,1,410.752223,0.000000
"DEbest","stybtang",20,15,250,2,349.698424,0.000000
"DEbest","stybtang",20,15,300,3,349.698424,0.010000
"DEbest","stybtang",20,15,350,4,349.698424,0.010000
"DEbest","stybtang",20,15,400,5,349.698424,0.010000
"DEbest","stybtang",20,15,450,6,349.698424,0.010000
"DEbest","stybtang",20,15,500,7,288.973135,0.010000
"DEbest","stybtang",20,15,550,8,288.973135,0.010000
"DEbest","stybtang",20,15,600,9,288.973135,0.010000
"DEbest","stybtang",20,15,650,10,288.973135,0.010000
"DEbest","stybtang",20,15,700,11,288.973135,0.010000
"DEbest","stybtang",20,15,750,12,288.973135,0.010000
"DEbest","stybtang",20,15,800,13,288.973135,0.020000
"DEbest","stybtang",20,15,850,14,288.973135,0.020000
"DEbest","stybtang",20,15,900,15,288.972919,0.020000
"DEbest","stybtang",20,15,950,16,288.972919,0.020000
"DEbest","stybtang",20,15,1000,17,273.408520,0.030000
"DEbest","stybtang",20,15,1050,18,273.408520,0.030000
"DEbest","stybtang",20,15,1100,19,273.408520,0.030000
"DEbest","stybtang",20,15,1150,20,273.408520,0.030000
"DEbest","stybtang",20,15,1200,21,273.408520,0.030000
"DEbest","stybtang",20,15,1250,22,273.408520,0.030000
"DEbest","stybtang",20,15,1300,23,273.408520,0.030000
"DEbest","stybtang",20,15,1350,24,257.621515,0.030000
"DEbest","stybtang",20,15,1400,25,257.621515,0.040000
"DEbest","stybtang",20,15,1450,26,257.621515,0.040000
"DEbest","stybtang",20,15,1500,27,235.256099,0.040000
"DEbest","stybtang",20,15,1550,28,235.256099,0.040000
"DEbest","stybtang",20,15,1600,29,216.906342,0.040000
"DEbest","stybtang",20,15,1650,30,216.906342,0.040000
"DEbest","stybtang",20,15,1700,31,216.906342,0.040000
"DEbest","stybtang",20,15,1750,32,179.498383,0.040000
"DEbest","stybtang",20,15,1800,33,179.498383,0.040000
"DEbest","stybtang",20,15,1850,34,179.498383,0.050000
"DEbest","stybtang",20,15,1900,35,179.498383,0.050000
"DEbest","stybtang",20,15,1950,36,179.498383,0.050000
"DEbest","stybtang",20,15,2000,37,179.498383,0.050000
"DEbest","stybtang",20,15,2050,38,178.407200,0.050000
"DEbest","stybtang",20,15,2100,39,178.407200,0.050000
"DEbest","stybtang",20,15,2150,40,178.407200,0.050000
"DEbest","stybtang",20,15,2200,41,178.407200,0.050000
"DEbest","stybtang",20,15,2250,42,177.001080,0.050000
"DEbest","stybtang",20,15,2300,43,126.881906,0.050000
