METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ,TOTAL.TIME.S
"DEbest","dixonpr",5,6,80,1,1072.223150,0.000000
"DEbest","dixonpr",5,6,100,2,907.534464,0.000000
"DEbest","dixonpr",5,6,120,3,12.009825,0.000000
"DEbest","dixonpr",5,6,140,4,12.009825,0.010000
"DEbest","dixonpr",5,6,160,5,12.009825,0.010000
"DEbest","dixonpr",5,6,180,6,12.009825,0.010000
"DEbest","dixonpr",5,6,200,7,4.096743,0.010000
"DEbest","dixonpr",5,6,220,8,4.096743,0.010000
"DEbest","dixonpr",5,6,240,9,4.096743,0.010000
"DEbest","dixonpr",5,6,260,10,4.096743,0.010000
"DEbest","dixonpr",5,6,280,11,2.243875,0.010000
"DEbest","dixonpr",5,6,300,12,2.243875,0.010000
"DEbest","dixonpr",5,6,320,13,1.206351,0.010000
"DEbest","dixonpr",5,6,340,14,1.206351,0.010000
"DEbest","dixonpr",5,6,360,15,1.206351,0.010000
"DEbest","dixonpr",5,6,380,16,1.206351,0.010000
"DEbest","dixonpr",5,6,400,17,1.206351,0.010000
"DEbest","dixonpr",5,6,420,18,1.206351,0.010000
"DEbest","dixonpr",5,6,440,19,1.206351,0.010000
"DEbest","dixonpr",5,6,460,20,0.773193,0.010000
"DEbest","dixonpr",5,6,480,21,0.773193,0.010000
"DEbest","dixonpr",5,6,500,22,0.135382,0.010000
"DEbest","dixonpr",5,6,520,23,0.135382,0.010000
"DEbest","dixonpr",5,6,540,24,0.135382,0.010000
"DEbest","dixonpr",5,6,560,25,0.135382,0.010000
"DEbest","dixonpr",5,6,580,26,0.135382,0.010000
"DEbest","dixonpr",5,6,600,27,0.135382,0.010000
"DEbest","dixonpr",5,6,620,28,0.135382,0.010000
"DEbest","dixonpr",5,6,640,29,0.135382,0.010000
"DEbest","dixonpr",5,6,660,30,0.135382,0.010000
"DEbest","dixonpr",5,6,680,31,0.135382,0.010000
"DEbest","dixonpr",5,6,700,32,0.126744,0.020000
"DEbest","dixonpr",5,6,720,33,0.117522,0.020000
"DEbest","dixonpr",5,6,740,34,0.117522,0.020000
"DEbest","dixonpr",5,6,760,35,0.065841,0.020000
"DEbest","dixonpr",5,6,780,36,0.065841,0.020000
"DEbest","dixonpr",5,6,800,37,0.056917,0.020000
"DEbest","dixonpr",5,6,820,38,0.056917,0.020000
"DEbest","dixonpr",5,6,840,39,0.056917,0.020000
"DEbest","dixonpr",5,6,860,40,0.033180,0.020000
"DEbest","dixonpr",5,6,880,41,0.033180,0.020000
"DEbest","dixonpr",5,6,900,42,0.021736,0.020000
"DEbest","dixonpr",5,6,920,43,0.013370,0.020000
"DEbest","dixonpr",5,6,940,44,0.010435,0.020000
"DEbest","dixonpr",5,6,960,45,0.010435,0.020000
"DEbest","dixonpr",5,6,980,46,0.008811,0.020000
"DEbest","dixonpr",5,6,1000,47,0.003078,0.020000
"DEbest","dixonpr",5,6,1020,48,0.003078,0.020000
"DEbest","dixonpr",5,6,1040,49,0.003078,0.020000
