METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ,TOTAL.TIME.S
"DEbest","levy",20,8,200,1,101.106841,0.000000
"DEbest","levy",20,8,250,2,101.106841,0.000000
"DEbest","levy",20,8,300,3,97.155833,0.010000
"DEbest","levy",20,8,350,4,82.407076,0.010000
"DEbest","levy",20,8,400,5,82.407076,0.010000
"DEbest","levy",20,8,450,6,71.616041,0.010000
"DEbest","levy",20,8,500,7,65.384429,0.020000
"DEbest","levy",20,8,550,8,55.620640,0.020000
"DEbest","levy",20,8,600,9,55.620640,0.020000
"DEbest","levy",20,8,650,10,55.620640,0.020000
"DEbest","levy",20,8,700,11,51.820346,0.030000
"DEbest","levy",20,8,750,12,51.820346,0.030000
"DEbest","levy",20,8,800,13,44.272980,0.030000
"DEbest","levy",20,8,850,14,36.540730,0.030000
"DEbest","levy",20,8,900,15,36.540730,0.040000
"DEbest","levy",20,8,950,16,36.540730,0.040000
"DEbest","levy",20,8,1000,17,36.540730,0.040000
"DEbest","levy",20,8,1050,18,36.540730,0.040000
"DEbest","levy",20,8,1100,19,36.540730,0.050000
"DEbest","levy",20,8,1150,20,35.435506,0.050000
"DEbest","levy",20,8,1200,21,35.435506,0.050000
"DEbest","levy",20,8,1250,22,28.156635,0.050000
"DEbest","levy",20,8,1300,23,28.156635,0.060000
"DEbest","levy",20,8,1350,24,28.156635,0.060000
"DEbest","levy",20,8,1400,25,23.036534,0.060000
"DEbest","levy",20,8,1450,26,23.036534,0.060000
"DEbest","levy",20,8,1500,27,21.241221,0.060000
"DEbest","levy",20,8,1550,28,17.061784,0.060000
"DEbest","levy",20,8,1600,29,17.061784,0.070000
"DEbest","levy",20,8,1650,30,17.061784,0.070000
"DEbest","levy",20,8,1700,31,17.061784,0.070000
"DEbest","levy",20,8,1750,32,12.279170,0.070000
"DEbest","levy",20,8,1800,33,12.279170,0.070000
"DEbest","levy",20,8,1850,34,12.279170,0.070000
"DEbest","levy",20,8,1900,35,12.279170,0.070000
"DEbest","levy",20,8,1950,36,12.279170,0.080000
"DEbest","levy",20,8,2000,37,7.824928,0.080000
"DEbest","levy",20,8,2050,38,7.824928,0.080000
"DEbest","levy",20,8,2100,39,7.824928,0.080000
"DEbest","levy",20,8,2150,40,7.824928,0.080000
"DEbest","levy",20,8,2200,41,7.824928,0.080000
"DEbest","levy",20,8,2250,42,7.824928,0.090000
"DEbest","levy",20,8,2300,43,7.480611,0.090000
"DEbest","levy",20,8,2350,44,7.480611,0.090000
"DEbest","levy",20,8,2400,45,6.604181,0.090000
"DEbest","levy",20,8,2450,46,4.649924,0.090000
"DEbest","levy",20,8,2500,47,4.649924,0.090000
"DEbest","levy",20,8,2550,48,4.649924,0.090000
"DEbest","levy",20,8,2600,49,4.621648,0.100000
"DEbest","levy",20,8,2650,50,3.759173,0.100000
"DEbest","levy",20,8,2700,51,3.759173,0.100000
"DEbest","levy",20,8,2750,52,3.612442,0.100000
"DEbest","levy",20,8,2800,53,3.373381,0.100000
"DEbest","levy",20,8,2850,54,2.465029,0.100000
"DEbest","levy",20,8,2900,55,2.465029,0.100000
"DEbest","levy",20,8,2950,56,2.465029,0.110000
"DEbest","levy",20,8,3000,57,2.465029,0.110000
"DEbest","levy",20,8,3050,58,2.465029,0.110000
"DEbest","levy",20,8,3100,59,2.465029,0.110000
"DEbest","levy",20,8,3150,60,2.242567,0.110000
"DEbest","levy",20,8,3200,61,2.085924,0.110000
"DEbest","levy",20,8,3250,62,1.914015,0.120000
"DEbest","levy",20,8,3300,63,1.914015,0.120000
"DEbest","levy",20,8,3350,64,1.914015,0.120000
"DEbest","levy",20,8,3400,65,1.583968,0.120000
"DEbest","levy",20,8,3450,66,1.385593,0.120000
"DEbest","levy",20,8,3500,67,1.361218,0.120000
"DEbest","levy",20,8,3550,68,1.361218,0.120000
"DEbest","levy",20,8,3600,69,1.191075,0.130000
"DEbest","levy",20,8,3650,70,1.166385,0.130000
"DEbest","levy",20,8,3700,71,1.033303,0.130000
"DEbest","levy",20,8,3750,72,0.802384,0.130000
"DEbest","levy",20,8,3800,73,0.802384,0.130000
"DEbest","levy",20,8,3850,74,0.801572,0.130000
"DEbest","levy",20,8,3900,75,0.794747,0.130000
"DEbest","levy",20,8,3950,76,0.670602,0.140000
"DEbest","levy",20,8,4000,77,0.581041,0.140000
"DEbest","levy",20,8,4050,78,0.581041,0.140000
"DEbest","levy",20,8,4100,79,0.581041,0.140000
"DEbest","levy",20,8,4150,80,0.581041,0.140000
"DEbest","levy",20,8,4200,81,0.548537,0.140000
"DEbest","levy",20,8,4250,82,0.460133,0.150000
"DEbest","levy",20,8,4300,83,0.460133,0.150000
"DEbest","levy",20,8,4350,84,0.460133,0.150000
"DEbest","levy",20,8,4400,85,0.439880,0.150000
"DEbest","levy",20,8,4450,86,0.363491,0.150000
"DEbest","levy",20,8,4500,87,0.347297,0.150000
"DEbest","levy",20,8,4550,88,0.347297,0.150000
"DEbest","levy",20,8,4600,89,0.314221,0.160000
"DEbest","levy",20,8,4650,90,0.235358,0.160000
"DEbest","levy",20,8,4700,91,0.235358,0.160000
"DEbest","levy",20,8,4750,92,0.235358,0.160000
"DEbest","levy",20,8,4800,93,0.235358,0.160000
"DEbest","levy",20,8,4850,94,0.235358,0.160000
"DEbest","levy",20,8,4900,95,0.234745,0.170000
"DEbest","levy",20,8,4950,96,0.234745,0.170000
"DEbest","levy",20,8,5000,97,0.195240,0.170000
