METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ,TOTAL.TIME.S
"DEbest","ackley",10,5,80,1,19.532628,0.000000
"DEbest","ackley",10,5,100,2,18.559837,0.000000
"DEbest","ackley",10,5,120,3,18.559837,0.000000
"DEbest","ackley",10,5,140,4,16.406676,0.000000
"DEbest","ackley",10,5,160,5,16.406676,0.000000
"DEbest","ackley",10,5,180,6,16.406676,0.000000
"DEbest","ackley",10,5,200,7,15.361931,0.000000
"DEbest","ackley",10,5,220,8,15.323427,0.000000
"DEbest","ackley",10,5,240,9,14.913563,0.000000
"DEbest","ackley",10,5,260,10,13.780497,0.000000
"DEbest","ackley",10,5,280,11,13.780497,0.000000
"DEbest","ackley",10,5,300,12,12.401697,0.000000
"DEbest","ackley",10,5,320,13,11.357795,0.010000
"DEbest","ackley",10,5,340,14,11.238009,0.010000
"DEbest","ackley",10,5,360,15,11.238009,0.010000
"DEbest","ackley",10,5,380,16,10.388075,0.010000
"DEbest","ackley",10,5,400,17,9.903673,0.010000
"DEbest","ackley",10,5,420,18,9.814717,0.010000
"DEbest","ackley",10,5,440,19,9.363872,0.010000
"DEbest","ackley",10,5,460,20,8.723794,0.010000
"DEbest","ackley",10,5,480,21,8.160179,0.010000
"DEbest","ackley",10,5,500,22,7.557339,0.010000
"DEbest","ackley",10,5,520,23,7.461774,0.010000
"DEbest","ackley",10,5,540,24,7.461774,0.010000
"DEbest","ackley",10,5,560,25,6.967320,0.010000
"DEbest","ackley",10,5,580,26,5.965547,0.010000
"DEbest","ackley",10,5,600,27,5.391869,0.010000
"DEbest","ackley",10,5,620,28,4.995090,0.010000
"DEbest","ackley",10,5,640,29,4.995090,0.010000
"DEbest","ackley",10,5,660,30,4.484149,0.010000
"DEbest","ackley",10,5,680,31,4.484149,0.010000
"DEbest","ackley",10,5,700,32,4.484149,0.010000
"DEbest","ackley",10,5,720,33,4.484149,0.010000
"DEbest","ackley",10,5,740,34,3.619617,0.010000
"DEbest","ackley",10,5,760,35,3.619617,0.010000
"DEbest","ackley",10,5,780,36,3.619617,0.010000
"DEbest","ackley",10,5,800,37,3.590131,0.010000
"DEbest","ackley",10,5,820,38,3.299122,0.010000
