METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ,TOTAL.TIME.S
"DEbest","zakharov",5,5,80,1,23.099477,0.000000
"DEbest","zakharov",5,5,100,2,23.099477,0.000000
"DEbest","zakharov",5,5,120,3,23.099477,0.000000
"DEbest","zakharov",5,5,140,4,7.022687,0.000000
"DEbest","zakharov",5,5,160,5,7.022687,0.000000
"DEbest","zakharov",5,5,180,6,7.022687,0.000000
"DEbest","zakharov",5,5,200,7,0.620803,0.000000
"DEbest","zakharov",5,5,220,8,0.620803,0.000000
"DEbest","zakharov",5,5,240,9,0.620803,0.000000
"DEbest","zakharov",5,5,260,10,0.620803,0.000000
"DEbest","zakharov",5,5,280,11,0.620803,0.010000
"DEbest","zakharov",5,5,300,12,0.620803,0.010000
"DEbest","zakharov",5,5,320,13,0.620803,0.010000
"DEbest","zakharov",5,5,340,14,0.620803,0.010000
"DEbest","zakharov",5,5,360,15,0.620803,0.010000
"DEbest","zakharov",5,5,380,16,0.620803,0.010000
"DEbest","zakharov",5,5,400,17,0.620803,0.010000
"DEbest","zakharov",5,5,420,18,0.620803,0.010000
"DEbest","zakharov",5,5,440,19,0.620803,0.010000
"DEbest","zakharov",5,5,460,20,0.620803,0.010000
"DEbest","zakharov",5,5,480,21,0.620803,0.010000
"DEbest","zakharov",5,5,500,22,0.616849,0.010000
"DEbest","zakharov",5,5,520,23,0.616849,0.010000
"DEbest","zakharov",5,5,540,24,0.616849,0.010000
"DEbest","zakharov",5,5,560,25,0.248434,0.010000
"DEbest","zakharov",5,5,580,26,0.248434,0.010000
"DEbest","zakharov",5,5,600,27,0.248434,0.010000
"DEbest","zakharov",5,5,620,28,0.248434,0.010000
"DEbest","zakharov",5,5,640,29,0.238294,0.010000
"DEbest","zakharov",5,5,660,30,0.158023,0.010000
"DEbest","zakharov",5,5,680,31,0.158023,0.010000
"DEbest","zakharov",5,5,700,32,0.158023,0.010000
"DEbest","zakharov",5,5,720,33,0.111497,0.010000
"DEbest","zakharov",5,5,740,34,0.111497,0.010000
"DEbest","zakharov",5,5,760,35,0.111497,0.010000
"DEbest","zakharov",5,5,780,36,0.111497,0.010000
"DEbest","zakharov",5,5,800,37,0.111497,0.010000
"DEbest","zakharov",5,5,820,38,0.111497,0.010000
"DEbest","zakharov",5,5,840,39,0.062959,0.020000
"DEbest","zakharov",5,5,860,40,0.017638,0.020000
"DEbest","zakharov",5,5,880,41,0.017638,0.020000
"DEbest","zakharov",5,5,900,42,0.017638,0.020000
"DEbest","zakharov",5,5,920,43,0.017638,0.020000
