METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ,TOTAL.TIME.S
"DEbest","griewank",15,20,200,1,143.233892,0.000000
"DEbest","griewank",15,20,250,2,123.340069,0.000000
"DEbest","griewank",15,20,300,3,123.340069,0.000000
"DEbest","griewank",15,20,350,4,109.463582,0.000000
"DEbest","griewank",15,20,400,5,109.463582,0.000000
"DEbest","griewank",15,20,450,6,84.838694,0.000000
"DEbest","griewank",15,20,500,7,84.838694,0.000000
"DEbest","griewank",15,20,550,8,52.095461,0.000000
"DEbest","griewank",15,20,600,9,52.095461,0.000000
"DEbest","griewank",15,20,650,10,52.095461,0.000000
"DEbest","griewank",15,20,700,11,46.526369,0.000000
"DEbest","griewank",15,20,750,12,46.493358,0.010000
"DEbest","griewank",15,20,800,13,39.202636,0.010000
"DEbest","griewank",15,20,850,14,39.202636,0.010000
"DEbest","griewank",15,20,900,15,30.115616,0.010000
"DEbest","griewank",15,20,950,16,29.702873,0.010000
"DEbest","griewank",15,20,1000,17,23.037200,0.010000
"DEbest","griewank",15,20,1050,18,23.037200,0.010000
"DEbest","griewank",15,20,1100,19,22.595247,0.010000
"DEbest","griewank",15,20,1150,20,22.595247,0.010000
"DEbest","griewank",15,20,1200,21,18.284142,0.010000
"DEbest","griewank",15,20,1250,22,16.452628,0.010000
"DEbest","griewank",15,20,1300,23,13.171579,0.020000
"DEbest","griewank",15,20,1350,24,12.800330,0.020000
"DEbest","griewank",15,20,1400,25,10.363848,0.020000
"DEbest","griewank",15,20,1450,26,8.337529,0.020000
"DEbest","griewank",15,20,1500,27,7.504478,0.020000
"DEbest","griewank",15,20,1550,28,7.504478,0.020000
"DEbest","griewank",15,20,1600,29,6.434896,0.020000
"DEbest","griewank",15,20,1650,30,5.199214,0.020000
"DEbest","griewank",15,20,1700,31,5.199214,0.020000
"DEbest","griewank",15,20,1750,32,5.199214,0.020000
"DEbest","griewank",15,20,1800,33,5.181084,0.020000
"DEbest","griewank",15,20,1850,34,4.186506,0.030000
"DEbest","griewank",15,20,1900,35,2.875494,0.030000
"DEbest","griewank",15,20,1950,36,2.459636,0.030000
"DEbest","griewank",15,20,2000,37,2.456238,0.030000
"DEbest","griewank",15,20,2050,38,2.456238,0.030000
"DEbest","griewank",15,20,2100,39,2.456238,0.030000
"DEbest","griewank",15,20,2150,40,2.456238,0.030000
"DEbest","griewank",15,20,2200,41,2.041309,0.030000
"DEbest","griewank",15,20,2250,42,1.999108,0.030000
"DEbest","griewank",15,20,2300,43,1.727812,0.030000
"DEbest","griewank",15,20,2350,44,1.727812,0.030000
"DEbest","griewank",15,20,2400,45,1.566909,0.030000
"DEbest","griewank",15,20,2450,46,1.434594,0.040000
"DEbest","griewank",15,20,2500,47,1.434594,0.040000
"DEbest","griewank",15,20,2550,48,1.429726,0.040000
"DEbest","griewank",15,20,2600,49,1.312890,0.040000
"DEbest","griewank",15,20,2650,50,1.210839,0.040000
"DEbest","griewank",15,20,2700,51,1.210839,0.040000
"DEbest","griewank",15,20,2750,52,1.210839,0.040000
"DEbest","griewank",15,20,2800,53,1.210357,0.040000
"DEbest","griewank",15,20,2850,54,1.161973,0.040000
"DEbest","griewank",15,20,2900,55,1.141050,0.040000
"DEbest","griewank",15,20,2950,56,1.140108,0.040000
"DEbest","griewank",15,20,3000,57,1.119483,0.050000
"DEbest","griewank",15,20,3050,58,1.119483,0.050000
"DEbest","griewank",15,20,3100,59,1.111843,0.050000
"DEbest","griewank",15,20,3150,60,1.089165,0.050000
"DEbest","griewank",15,20,3200,61,1.080830,0.050000
"DEbest","griewank",15,20,3250,62,1.055705,0.050000
"DEbest","griewank",15,20,3300,63,1.055705,0.050000
"DEbest","griewank",15,20,3350,64,1.053186,0.050000
"DEbest","griewank",15,20,3400,65,1.031952,0.050000
"DEbest","griewank",15,20,3450,66,1.029450,0.050000
"DEbest","griewank",15,20,3500,67,1.029450,0.050000
"DEbest","griewank",15,20,3550,68,0.939826,0.060000
"DEbest","griewank",15,20,3600,69,0.939826,0.060000
